country,city,institution,lat.x,lon.x,city_country,lat.y,lon.y,lat,lon
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Utrecht,Univ Utrecht,52.0809856,5.127684,"Utrecht, Netherlands",52.0809856,5.127684,52.0809856,5.127684
Sweden,Stockholm,Karolinska Inst,59.3251172,18.0710935,"Stockholm, Sweden",59.3251172,18.0710935,59.3251172,18.0710935
Sweden,Stockholm,Stockholm Univ,59.3251172,18.0710935,"Stockholm, Sweden",59.3251172,18.0710935,59.3251172,18.0710935
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,New York,Univ York,53.9590555,-1.0815361,"New York, England",55.0252998,-1.4869496,55.0252998,-1.4869496
Netherlands,Utrecht,Univ Utrecht,52.0809856,5.127684,"Utrecht, Netherlands",52.0809856,5.127684,52.0809856,5.127684
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Belgium,Ghent,Univ Ghent,51.0538286,3.7250121,"Ghent, Belgium",51.0538286,3.7250121,51.0538286,3.7250121
Netherlands,Nijmegen,Donders Inst Brain Cognit & Behav,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,New York,Univ York,53.9590555,-1.0815361,"New York, England",55.0252998,-1.4869496,55.0252998,-1.4869496
Netherlands,Amsterdam,Royal Netherlands Acad Arts & Sci,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Utrecht,Univ Utrecht,52.0809856,5.127684,"Utrecht, Netherlands",52.0809856,5.127684,52.0809856,5.127684
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Sweden,Solna,Karolinska Inst,59.361367,18.0013693,"Solna, Sweden",59.361367,18.0013693,59.361367,18.0013693
Sweden,Stockholm,Stockholm Univ,59.3251172,18.0710935,"Stockholm, Sweden",59.3251172,18.0710935,59.3251172,18.0710935
England,New York,Univ York,53.9590555,-1.0815361,"New York, England",55.0252998,-1.4869496,55.0252998,-1.4869496
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Scotland,Edinburgh,Univ Edinburgh,55.9533456,-3.1883749,"Edinburgh, Scotland",55.9533456,-3.1883749,55.9533456,-3.1883749
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Groningen,Univ Groningen,53.2190652,6.5680077,"Groningen, Netherlands",53.2190652,6.5680077,53.2190652,6.5680077
Netherlands,Rotterdam,Erasme Univ Hosp,51.9244424,4.47775,"Rotterdam, Netherlands",51.9244424,4.47775,51.9244424,4.47775
Netherlands,Amsterdam,Vrije Univ Amsterdam Med Ctr,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,GeldersTalent,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Amsterdam,Acad Ctr Tandheelkunde,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Germany,Augsburg,Univ Augsburg,48.3668041,10.8986971,"Augsburg, Germany",48.3668041,10.8986971,48.3668041,10.8986971
USA,Austin,Univ Texas Austin,30.2711286,-97.7436995,"Austin, USA",30.2711286,-97.7436995,30.2711286,-97.7436995
Belgium,Leuven,Katholieke Univ Leuven,50.879202,4.7011675,"Leuven, Belgium",50.879202,4.7011675,50.879202,4.7011675
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Amsterdam,Meertens Inst Amsterdam,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Amsterdam,Meertens Inst,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Belgium,Leuven,Katholieke Univ Leuven,50.879202,4.7011675,"Leuven, Belgium",50.879202,4.7011675,50.879202,4.7011675
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Amsterdam,KNAW Meertens Inst,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Belgium,Leuven,Katholieke Univ Leuven,50.879202,4.7011675,"Leuven, Belgium",50.879202,4.7011675,50.879202,4.7011675
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Leiden,Leiden Univ,52.1518157,4.4811089,"Leiden, Netherlands",52.1518157,4.4811089,52.1518157,4.4811089
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
USA,Ithaca,Cornell Univ,42.4396039,-76.4968019,"Ithaca, USA",42.4396039,-76.4968019,42.4396039,-76.4968019
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Utrecht,Univ Utrecht,52.0809856,5.127684,"Utrecht, Netherlands",52.0809856,5.127684,52.0809856,5.127684
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,Loughborough,Loughborough Univ,52.7723859,-1.2077985,"Loughborough, England",52.7723859,-1.2077985,52.7723859,-1.2077985
Netherlands,Leiden,Leiden Univ,52.1518157,4.4811089,"Leiden, Netherlands",52.1518157,4.4811089,52.1518157,4.4811089
USA,Francisco,Mozilla Fdn,41.9661531,-87.7017658,"Francisco, USA",41.9661531,-87.7017658,41.9661531,-87.7017658
Ireland,Dublin,Univ Coll Dublin,53.3493795,-6.2605593,"Dublin, Ireland",53.3493795,-6.2605593,53.3493795,-6.2605593
Germany,Munich,Max Planck Inst Psychiat,48.1371079,11.5753822,"Munich, Germany",48.1371079,11.5753822,48.1371079,11.5753822
Japan,Okazaki Shi,Natl Inst Physiol Sci,34.950974,137.260842,"Okazaki Shi, Japan",34.950974,137.260842,34.950974,137.260842
USA,Pittsburgh,Carnegie Mellon Univ,40.4416941,-79.9900861,"Pittsburgh, USA",40.4416941,-79.9900861,40.4416941,-79.9900861
France,Paris,Paris Artificial Intelligence Res Inst,48.8588897,2.320041,"Paris, France",48.8588897,2.320041,48.8588897,2.320041
England,Essex,Univ Essex,51.7704679,0.4646698,"Essex, England",51.7704679,0.4646698,51.7704679,0.4646698
USA,Lancaster,Franklin & Marshall Coll,40.08067,-76.2411283,"Lancaster, USA",40.08067,-76.2411283,40.08067,-76.2411283
Spain,Leioa,Univ Basque Country UPV EHU,43.3271048,-2.9846079,"Leioa, Spain",43.3271048,-2.9846079,43.3271048,-2.9846079
Netherlands,Amsterdam,Vrije Univ Amsterdam,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Scotland,St Andrews,Univ St Andrews,56.3403902,-2.7955844,"St Andrews, Scotland",56.3403902,-2.7955844,56.3403902,-2.7955844
Australia,Sydney,Univ Sydney,-33.8698439,151.2082848,"Sydney, Australia",-33.8698439,151.2082848,-33.8698439,151.2082848
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
USA,Philadelphia,Univ Penn,39.9527237,-75.1635262,"Philadelphia, USA",39.9527237,-75.1635262,39.9527237,-75.1635262
Sweden,Gothenburg,Univ Gothenburg,57.7072326,11.9670171,"Gothenburg, Sweden",57.7072326,11.9670171,57.7072326,11.9670171
USA,La Jolla,Univ Calif San Diego,32.8401623,-117.2740777,"La Jolla, USA",32.8401623,-117.2740777,32.8401623,-117.2740777
Denmark,Lyngby,Tech Univ Denmark,55.7718649,12.5051413,"Lyngby, Denmark",55.7718649,12.5051413,55.7718649,12.5051413
England,Canterbury,Univ Kent,51.2800275,1.0802533,"Canterbury, England",51.2800275,1.0802533,51.2800275,1.0802533
Poland,Warsaw,Univ Warsaw,52.2319581,21.0067249,"Warsaw, Poland",52.2319581,21.0067249,52.2319581,21.0067249
England,Portsmouth,Univ Portsmouth,50.800031,-1.0906023,"Portsmouth, England",50.800031,-1.0906023,50.800031,-1.0906023
Germany,Potsdam,Univ Potsdam,52.4009309,13.0591397,"Potsdam, Germany",52.4009309,13.0591397,52.4009309,13.0591397
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
England,London,London Sch Econ,51.4893335,-0.1440551,"London, England",51.4893335,-0.1440551,51.4893335,-0.1440551
England,Lancaster,Univ Lancaster,54.0484068,-2.7990345,"Lancaster, England",54.0484068,-2.7990345,54.0484068,-2.7990345
USA,Hanover,Dartmouth Coll,37.744783,-77.4464165,"Hanover, USA",37.744783,-77.4464165,37.744783,-77.4464165
USA,Santa Fe,St Fe Inst,35.6876096,-105.938456,"Santa Fe, USA",35.6876096,-105.938456,35.6876096,-105.938456
Spain,Barcelona,Univ Pompeu Fabra,41.3828939,2.1774322,"Barcelona, Spain",41.3828939,2.1774322,41.3828939,2.1774322
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,Birmingham,Univ Birmingham,52.4796992,-1.9026911,"Birmingham, England",52.4796992,-1.9026911,52.4796992,-1.9026911
Germany,Cologne,Univ Cologne,50.938361,6.959974,"Cologne, Germany",50.938361,6.959974,50.938361,6.959974
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
USA,Berkeley,Univ Calif Berkeley,37.8708393,-122.272863,"Berkeley, USA",37.8708393,-122.272863,37.8708393,-122.272863
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Tilburg,Tilburg Univ,51.5856184,5.0660616,"Tilburg, Netherlands",51.5856184,5.0660616,51.5856184,5.0660616
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,Birmingham,Univ Birmingham,52.4796992,-1.9026911,"Birmingham, England",52.4796992,-1.9026911,52.4796992,-1.9026911
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,Birmingham,Univ Birmingham,52.4796992,-1.9026911,"Birmingham, England",52.4796992,-1.9026911,52.4796992,-1.9026911
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,Birmingham,Univ Birmingham,52.4796992,-1.9026911,"Birmingham, England",52.4796992,-1.9026911,52.4796992,-1.9026911
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
England,New York,Univ York,53.9590555,-1.0815361,"New York, England",55.0252998,-1.4869496,55.0252998,-1.4869496
Netherlands,Delft,Delft Univ Technol,52.0114017,4.35839,"Delft, Netherlands",52.0114017,4.35839,52.0114017,4.35839
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Utrecht,Diakonessenhuis Utrecht,52.0809856,5.127684,"Utrecht, Netherlands",52.0809856,5.127684,52.0809856,5.127684
Netherlands,Delft,Delft Univ Technol,52.0114017,4.35839,"Delft, Netherlands",52.0114017,4.35839,52.0114017,4.35839
Netherlands,Amsterdam,Stichting Amsterdamse Gezondheidsctr SAG Hlth Ctr,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Amsterdam,Vrije Univ Amsterdam,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Amsterdam,Vrije Univ Amsterdam,52.3730796,4.8924534,"Amsterdam, Netherlands",52.3730796,4.8924534,52.3730796,4.8924534
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Rotterdam,Erasmus MC,51.9244424,4.47775,"Rotterdam, Netherlands",51.9244424,4.47775,51.9244424,4.47775
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Rotterdam,Erasmus MC,51.9244424,4.47775,"Rotterdam, Netherlands",51.9244424,4.47775,51.9244424,4.47775
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Groningen,Univ Med Ctr Groningen,53.2190652,6.5680077,"Groningen, Netherlands",53.2190652,6.5680077,53.2190652,6.5680077
Netherlands,Nijmegen,Radbound Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Utrecht,Univ Utrecht,52.0809856,5.127684,"Utrecht, Netherlands",52.0809856,5.127684,52.0809856,5.127684
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Switzerland,Basel,Univ Basel,47.5581077,7.5878261,"Basel, Switzerland",47.5581077,7.5878261,47.5581077,7.5878261
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Tilburg,Tilburg Univ,51.5856184,5.0660616,"Tilburg, Netherlands",51.5856184,5.0660616,51.5856184,5.0660616
Germany,Potsdam,Univ Potsdam,52.4009309,13.0591397,"Potsdam, Germany",52.4009309,13.0591397,52.4009309,13.0591397
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Canada,Toronto,York Univ,43.6534817,-79.3839347,"Toronto, Canada",43.6534817,-79.3839347,43.6534817,-79.3839347
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
USA,Denton,Univ North Texas,33.1838787,-97.1413417,"Denton, USA",33.1838787,-97.1413417,33.1838787,-97.1413417
New Zealand,Christchurch,Univ Canterbury,-43.530955,172.6364343,"Christchurch, New Zealand",-43.530955,172.6364343,-43.530955,172.6364343
Netherlands,Nijmegen,Donders Inst Brain Cognit & Behav,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Max Planck Inst Psycholinguist,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Germany,Leipzig,Max Planck Inst Human Cognit & Brain Sci,51.3406321,12.3747329,"Leipzig, Germany",51.3406321,12.3747329,51.3406321,12.3747329
Norway,Trondheim,Norwegian Univ Sci & Technol,63.4304475,10.3952118,"Trondheim, Norway",63.4304475,10.3952118,63.4304475,10.3952118
Germany,Leipzig,Univ Leipzig,51.3406321,12.3747329,"Leipzig, Germany",51.3406321,12.3747329,51.3406321,12.3747329
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
Denmark,Aarhus,Aarhus Univ,56.1496278,10.2134046,"Aarhus, Denmark",56.1496278,10.2134046,56.1496278,10.2134046
Netherlands,Tilburg,Tilburg Univ,51.5856184,5.0660616,"Tilburg, Netherlands",51.5856184,5.0660616,51.5856184,5.0660616
Netherlands,Tilburg,Tilburg Univ,51.5856184,5.0660616,"Tilburg, Netherlands",51.5856184,5.0660616,51.5856184,5.0660616
Netherlands,Maastricht,Maastricht Univ,50.8512438,5.6909768,"Maastricht, Netherlands",50.8512438,5.6909768,50.8512438,5.6909768
Canada,Toronto,Hosp Sick Children,43.6534817,-79.3839347,"Toronto, Canada",43.6534817,-79.3839347,43.6534817,-79.3839347
Canada,Toronto,Hosp Sick Children,43.6534817,-79.3839347,"Toronto, Canada",43.6534817,-79.3839347,43.6534817,-79.3839347
Canada,Toronto,Univ Toronto,43.6534817,-79.3839347,"Toronto, Canada",43.6534817,-79.3839347,43.6534817,-79.3839347
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Netherlands,Den Bosch,Jeroen Bosch Hosp,51.6889387,5.303116,"Den Bosch, Netherlands",51.6889387,5.303116,51.6889387,5.303116
Belgium,Brussels,Katholieke Univ Leuven,50.8550018,4.3512334,"Brussels, Belgium",50.8550018,4.3512334,50.8550018,4.3512334
Netherlands,Nijmegen,Radboud Univ Nijmegen,51.8425749,5.8389606,"Nijmegen, Netherlands",51.8425749,5.8389606,51.8425749,5.8389606
Belgium,Brussels,Vrije Univ Brussel,50.8550018,4.3512334,"Brussels, Belgium",50.8550018,4.3512334,50.8550018,4.3512334
