doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,year,oa_status_d
10.3390/ijerph192215283,open (via page says license),publisher,cc-by,https://www.mdpi.com/1660-4601/19/22/15283/pdf?version=1669106536,TRUE,publishedVersion,2,https://doi.org/10.3390/ijerph192215283,journal-article,TRUE,FALSE,FALSE,TRUE,1660-4601,1660-4601,International Journal of Environmental Research and Public Health,gold,2022-11-18,MDPI AG,2022,gold
10.1145/3524273.3532891,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/282717/1/282717.pdf,TRUE,publishedVersion,2,https://doi.org/10.1145/3524273.3532891,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Proceedings of the 13th ACM Multimedia Systems Conference,green,2022-06-14,ACM,2022,green
10.1007/s12369-022-00918-6,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s12369-022-00918-6.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s12369-022-00918-6,journal-article,TRUE,FALSE,FALSE,FALSE,1875-4791,"1875-4791,1875-4805",International Journal of Social Robotics,hybrid,2022-09-15,Springer Science and Business Media LLC,2022,hybrid
10.18148/hs/2022.v6i1.127,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.18148/hs/2022.v6i1.127,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.neuroscience.2021.02.001,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.neuroscience.2021.02.001,TRUE,publishedVersion,2,https://doi.org/10.1016/j.neuroscience.2021.02.001,journal-article,TRUE,FALSE,FALSE,FALSE,0306-4522,0306-4522,Neuroscience,hybrid,2022-03-01,Elsevier BV,2022,hybrid
10.3390/ijerph192114504,open (via page says license),publisher,cc-by,https://www.mdpi.com/1660-4601/19/21/14504/pdf?version=1667895373,TRUE,publishedVersion,2,https://doi.org/10.3390/ijerph192114504,journal-article,TRUE,FALSE,FALSE,TRUE,1660-4601,1660-4601,International Journal of Environmental Research and Public Health,gold,2022-11-04,MDPI AG,2022,gold
10.1186/s12904-022-00917-4,oa journal (via doaj),publisher,cc-by,https://bmcpalliatcare.biomedcentral.com/track/pdf/10.1186/s12904-022-00917-4,TRUE,publishedVersion,2,https://doi.org/10.1186/s12904-022-00917-4,journal-article,TRUE,FALSE,TRUE,TRUE,1472-684X,1472-684X,BMC Palliative Care,gold,2022-03-17,Springer Science and Business Media LLC,2022,gold
10.34973/y7x7-ct33,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/y7x7-ct33,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.17026/dans-zf8-4mme,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-zf8-4mme,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1370/afm.2846,open (via free pdf),publisher,NA,https://www.annfammed.org/content/annalsfm/20/5/423.full.pdf,TRUE,publishedVersion,2,https://doi.org/10.1370/afm.2846,journal-article,TRUE,FALSE,FALSE,TRUE,1544-1709,"1544-1709,1544-1717",The Annals of Family Medicine,gold,2022-09-01,Annals of Family Medicine,2022,gold
10.1080/23808985.2022.2130811,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1080/23808985.2022.2130811,TRUE,publishedVersion,2,https://doi.org/10.1080/23808985.2022.2130811,journal-article,TRUE,FALSE,FALSE,FALSE,2380-8977,"2380-8985,2380-8977",Annals of the International Communication Association,hybrid,2022-10-07,Informa UK Limited,2022,hybrid
10.1038/s41598-022-19729-w,oa journal (via doaj),publisher,cc-by,https://www.nature.com/articles/s41598-022-19729-w.pdf,TRUE,publishedVersion,2,https://doi.org/10.1038/s41598-022-19729-w,journal-article,TRUE,FALSE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,gold,2022-09-27,Springer Science and Business Media LLC,2022,gold
10.1177/17474930221097477,open (via page says license),publisher,cc-by,https://journals.sagepub.com/doi/pdf/10.1177/17474930221097477,TRUE,publishedVersion,2,https://doi.org/10.1177/17474930221097477,journal-article,TRUE,FALSE,FALSE,FALSE,1747-4930,"1747-4930,1747-4949",International Journal of Stroke,hybrid,2022-05-18,SAGE Publications,2022,hybrid
10.1353/lan.2021.0085,oa repository (via OAI-PMH doi match),repository,NA,https://research.tilburguniversity.edu/files/68643462/DeVos_etal_2022_predicting_conversational_turns.pdf,TRUE,submittedVersion,2,https://doi.org/10.1353/lan.2021.0085,journal-article,TRUE,FALSE,FALSE,FALSE,0097-8507,1535-0665,Language,green,2022-03-01,Project MUSE,2022,green
10.1017/s1366728922000232,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6E92ABF4B9C1DD8E9ABF4BDC75E68A6D/S1366728922000232a.pdf/div-class-title-prediction-in-challenging-situations-most-bilinguals-can-predict-upcoming-semantically-related-words-in-their-l1-source-language-when-interpreting-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1366728922000232,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2022-04-25,Cambridge University Press (CUP),2022,hybrid
10.3390/languages7010051,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2226-471X/7/1/51/pdf?version=1645764886,TRUE,publishedVersion,2,https://doi.org/10.3390/languages7010051,journal-article,TRUE,FALSE,TRUE,TRUE,2226-471X,2226-471X,Languages,gold,2022-02-25,MDPI AG,2022,gold
10.1080/17597536.2021.2011563,oa repository (via OAI-PMH doi match),repository,cc-by-nc-nd,https://repository.ubn.ru.nl//bitstream/handle/2066/244551/244551.pdf,TRUE,publishedVersion,2,https://doi.org/10.1080/17597536.2021.2011563,journal-article,TRUE,FALSE,FALSE,FALSE,1759-7536,"1759-7536,1759-7544",Language &amp; History,green,2022-01-02,Informa UK Limited,2022,green
10.1080/13670050.2022.2124841,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1080/13670050.2022.2124841,TRUE,publishedVersion,2,https://doi.org/10.1080/13670050.2022.2124841,journal-article,TRUE,FALSE,FALSE,FALSE,1367-0050,"1367-0050,1747-7522",International Journal of Bilingual Education and Bilingualism,hybrid,2022-09-21,Informa UK Limited,2022,hybrid
10.51751/dujal9948,oa journal (via doaj),publisher,cc-by,https://dujal.nl/article/download/9948/13908,TRUE,publishedVersion,2,https://doi.org/10.51751/dujal9948,journal-article,TRUE,FALSE,TRUE,TRUE,2211-7245,2211-7253,Dutch Journal of Applied Linguistics,gold,2022-07-14,Dutch Journal of Applied Linguistics (DuJAL),2022,diamond
10.1075/avt.00060.har,open (via free pdf),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/avt.00060.har.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Favt.00060.har&mimeType=pdf&containerItemId=content/journals/15699919,TRUE,publishedVersion,2,https://doi.org/10.1075/avt.00060.har,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2022,hybrid,2022-11-04,John Benjamins Publishing Company,2022,hybrid
10.21437/speechprosody.2022-20,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/289143/289143.pdf,TRUE,submittedVersion,2,https://doi.org/10.21437/speechprosody.2022-20,proceedings-article,TRUE,FALSE,FALSE,FALSE,2333-2042,2333-2042,Speech Prosody 2022,green,2022-05-23,ISCA,2022,diamond
10.1037/xge0001301,oa repository (via OAI-PMH doi match),repository,cc-by,https://repository.ubn.ru.nl//bitstream/handle/2066/288842/288842.pdf,TRUE,publishedVersion,2,https://doi.org/10.1037/xge0001301,journal-article,TRUE,FALSE,FALSE,FALSE,0096-3445,"1939-2222,0096-3445",Journal of Experimental Psychology: General,green,2023-03-01,American Psychological Association (APA),2023,green
10.3384/9789179294441,oa repository (via OAI-PMH doi match),repository,cc-by,https://ids-pub.bsz-bw.de/files/11134/Hedeland_Schmidt_the_TEI_based_ISO_Standard_2022.pdf,TRUE,submittedVersion,2,https://doi.org/10.3384/9789179294441,proceedings,TRUE,FALSE,FALSE,FALSE,1650-3686,1650-3686,Linköping Electronic Conference Proceedings,green,2022-07-08,Linköping University Electronic Press,2022,green
10.34973/zb8x-xe75,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/zb8x-xe75,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.16910/jemr.13.3.7,oa journal (via doaj),publisher,cc-by,https://bop.unibe.ch/JEMR/article/download/8281/11828,TRUE,publishedVersion,2,https://doi.org/10.16910/jemr.13.3.7,journal-article,TRUE,FALSE,TRUE,TRUE,1995-8692,1995-8692,Journal of Eye Movement Research,gold,2022-05-16,University of Bern,2022,diamond
10.3758/s13423-022-02079-z,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13423-022-02079-z.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13423-022-02079-z,journal-article,TRUE,FALSE,FALSE,FALSE,1069-9384,"1069-9384,1531-5320",Psychonomic Bulletin &amp; Review,hybrid,2022-03-22,Springer Science and Business Media LLC,2022,hybrid
10.17026/dans-zt6-5bhs,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-zt6-5bhs,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.17026/dans-zfr-d23b,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-zfr-d23b,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1080/0163853x.2021.2015188,open (via crossref license),publisher,cc-by,https://doi.org/10.1080/0163853x.2021.2015188,TRUE,publishedVersion,2,https://doi.org/10.1080/0163853x.2021.2015188,journal-article,TRUE,FALSE,FALSE,FALSE,0163-853X,"0163-853X,1532-6950",Discourse Processes,hybrid,2022-01-25,Informa UK Limited,2022,hybrid
10.18653/v1/2022.ltedi-1.2,open (via page says license),publisher,cc-by,https://aclanthology.org/2022.ltedi-1.2.pdf,TRUE,publishedVersion,2,https://doi.org/10.18653/v1/2022.ltedi-1.2,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,"Proceedings of the Second Workshop on Language Technology for Equality, Diversity and Inclusion",hybrid,2022-01-01,Association for Computational Linguistics,2022,hybrid
10.1111/risa.13864,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9304174,TRUE,publishedVersion,2,https://doi.org/10.1111/risa.13864,journal-article,TRUE,FALSE,FALSE,FALSE,0272-4332,"0272-4332,1539-6924",Risk Analysis,green,2021-12-01,Wiley,2021,green
10.1016/j.wocn.2022.101150,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.wocn.2022.101150,TRUE,publishedVersion,2,https://doi.org/10.1016/j.wocn.2022.101150,journal-article,TRUE,FALSE,FALSE,FALSE,0095-4470,0095-4470,Journal of Phonetics,hybrid,2022-07-01,Elsevier BV,2022,hybrid
10.1093/ijl/ecac004,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1093/ijl/ecac004,journal-article,FALSE,FALSE,FALSE,FALSE,0950-3846,"0950-3846,1477-4577",International Journal of Lexicography,closed,2022-04-23,Oxford University Press (OUP),2022,closed
10.34973/2ksw-jp26,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/2ksw-jp26,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.21437/speechprosody.2022-58,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/292042/1/292042.pdf,TRUE,submittedVersion,2,https://doi.org/10.21437/speechprosody.2022-58,proceedings-article,TRUE,FALSE,FALSE,FALSE,2333-2042,2333-2042,Speech Prosody 2022,green,2022-05-23,ISCA,2022,diamond
10.1080/08824096.2022.2045930,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/252794/1/252794.pdf,TRUE,publishedVersion,2,https://doi.org/10.1080/08824096.2022.2045930,journal-article,TRUE,FALSE,FALSE,FALSE,0882-4096,"0882-4096,1746-4099",Communication Research Reports,green,2022-03-09,Informa UK Limited,2022,green
10.1177/14733250221146739,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/288843/1/288843.pdf,TRUE,publishedVersion,2,https://doi.org/10.1177/14733250221146739,journal-article,TRUE,FALSE,FALSE,FALSE,1473-3250,"1473-3250,1741-3117",Qualitative Social Work,green,2022-12-22,SAGE Publications,2022,green
10.1017/s0305000922000642,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/95D287054F5813990CE6C90854CAAFD9/S0305000922000642a.pdf/div-class-title-sign-advantage-both-children-and-adults-spatial-expressions-in-sign-are-more-informative-than-those-in-speech-and-gestures-combined-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0305000922000642,journal-article,TRUE,FALSE,FALSE,FALSE,0305-0009,"0305-0009,1469-7602",Journal of Child Language,hybrid,2022-12-13,Cambridge University Press (CUP),2022,hybrid
10.1111/cogs.13133,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1111/cogs.13133,TRUE,publishedVersion,2,https://doi.org/10.1111/cogs.13133,journal-article,TRUE,FALSE,FALSE,FALSE,0364-0213,"0364-0213,1551-6709",Cognitive Science,hybrid,2022-05-01,Wiley,2022,hybrid
10.1016/j.cognition.2022.105127,oa repository (via OAI-PMH doi match),repository,cc-by,https://repository.ubn.ru.nl//bitstream/handle/2066/250301/250301.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.cognition.2022.105127,journal-article,TRUE,FALSE,FALSE,FALSE,0010-0277,0010-0277,Cognition,green,2022-08-01,Elsevier BV,2022,green
10.1017/langcog.2022.3,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/96AD4ED390B672F2940C84EFD4ECFFBE/S1866980822000035a.pdf/div-class-title-speaking-but-not-gesturing-predicts-event-memory-a-cross-linguistic-comparison-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/langcog.2022.3,journal-article,TRUE,FALSE,FALSE,FALSE,1866-9808,"1866-9808,1866-9859",Language and Cognition,hybrid,2022-06-02,Cambridge University Press (CUP),2022,hybrid
10.1016/j.bandl.2022.105197,oa repository (via OAI-PMH doi match),repository,cc-by,https://dspace.library.uu.nl/bitstream/handle/1874/426489/1_s2.0_S0093934X22001274_main.pdf?sequence=1&isAllowed=y,TRUE,publishedVersion,2,https://doi.org/10.1016/j.bandl.2022.105197,journal-article,TRUE,FALSE,FALSE,FALSE,0093-934X,0093-934X,Brain and Language,green,2022-12-01,Elsevier BV,2022,green
10.1016/j.lingua.2022.103340,oa repository (via OAI-PMH doi match),repository,NA,https://biblio.ugent.be/publication/8752283/file/8752286,TRUE,publishedVersion,2,https://doi.org/10.1016/j.lingua.2022.103340,journal-article,TRUE,FALSE,FALSE,FALSE,0024-3841,0024-3841,Lingua,green,2022-07-01,Elsevier BV,2022,green
10.1080/09571736.2019.1688857,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/09571736.2019.1688857?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/09571736.2019.1688857,journal-article,TRUE,FALSE,FALSE,FALSE,0957-1736,"0957-1736,1753-2167",The Language Learning Journal,hybrid,2019-11-17,Informa UK Limited,2019,hybrid
10.1177/13670069221129045,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/288755/1/288755.pdf,TRUE,publishedVersion,2,https://doi.org/10.1177/13670069221129045,journal-article,TRUE,FALSE,FALSE,FALSE,1367-0069,"1367-0069,1756-6878",International Journal of Bilingualism,green,2022-10-31,SAGE Publications,2022,green
10.21248/l1esll.2022.22.1.379,open (via page says license),publisher,cc-by,https://l1research.org/article/download/379/375,TRUE,publishedVersion,2,https://doi.org/10.21248/l1esll.2022.22.1.379,journal-article,TRUE,FALSE,FALSE,TRUE,1567-6617,1573-1731,L1-Educational Studies in Language and Literature,gold,2022-02-18,University Library J. C. Senckenberg,2022,diamond
10.3390/languages7030217,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2226-471X/7/3/217/pdf?version=1660304158,TRUE,publishedVersion,2,https://doi.org/10.3390/languages7030217,journal-article,TRUE,FALSE,TRUE,TRUE,2226-471X,2226-471X,Languages,gold,2022-08-12,MDPI AG,2022,gold
10.1016/j.neuroimage.2022.119734,oa repository (via OAI-PMH doi match),repository,cc-by,https://repository.ubn.ru.nl//bitstream/handle/2066/284046/284046.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.neuroimage.2022.119734,journal-article,TRUE,FALSE,TRUE,TRUE,1053-8119,1053-8119,NeuroImage,green,2022-12-01,Elsevier BV,2022,green
10.1016/j.clbc.2022.03.001,open (via crossref license),publisher,cc-by,http://www.clinical-breast-cancer.com/article/S1526820922000647/pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.clbc.2022.03.001,journal-article,TRUE,FALSE,FALSE,FALSE,1526-8209,1526-8209,Clinical Breast Cancer,hybrid,2022-07-01,Elsevier BV,2022,hybrid
10.21437/interspeech.2022-10810,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/288876/288876.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2022-10810,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2022,green,2022-09-18,ISCA,2022,diamond
10.3390/languages7030240,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2226-471X/7/3/240/pdf?version=1663216128,TRUE,publishedVersion,2,https://doi.org/10.3390/languages7030240,journal-article,TRUE,FALSE,TRUE,TRUE,2226-471X,2226-471X,Languages,gold,2022-09-15,MDPI AG,2022,gold
10.1016/j.specom.2021.11.007,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.specom.2021.11.007,TRUE,publishedVersion,2,https://doi.org/10.1016/j.specom.2021.11.007,journal-article,TRUE,FALSE,FALSE,FALSE,0167-6393,0167-6393,Speech Communication,hybrid,2022-01-01,Elsevier BV,2022,hybrid
10.1177/17456916221127226,open (via page says license),publisher,cc-by,https://journals.sagepub.com/doi/pdf/10.1177/17456916221127226,TRUE,publishedVersion,2,https://doi.org/10.1177/17456916221127226,journal-article,TRUE,FALSE,FALSE,FALSE,1745-6916,"1745-6916,1745-6924",Perspectives on Psychological Science,hybrid,2022-11-10,SAGE Publications,2022,hybrid
10.1017/s0142716422000388,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CFA9268FA2325A6151EBCF42D5A8093B/S0142716422000388a.pdf/div-class-title-the-role-of-verbal-and-working-memory-skills-in-turkish-speaking-children-s-morphosyntactic-prediction-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0142716422000388,journal-article,TRUE,FALSE,FALSE,FALSE,0142-7164,"0142-7164,1469-1817",Applied Psycholinguistics,hybrid,2022-11-01,Cambridge University Press (CUP),2022,hybrid
10.3389/fpsyg.2022.902569,oa journal (via doaj),publisher,cc-by,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.902569/pdf,TRUE,publishedVersion,2,https://doi.org/10.3389/fpsyg.2022.902569,journal-article,TRUE,FALSE,TRUE,TRUE,1664-1078,1664-1078,Frontiers in Psychology,gold,2022-07-12,Frontiers Media SA,2022,gold
10.32714/ricl.10.02.02,oa journal (via doaj),publisher,cc-by,https://ricl.aelinco.es/index.php/ricl/article/view/223/134,TRUE,publishedVersion,2,https://doi.org/10.32714/ricl.10.02.02,journal-article,TRUE,FALSE,TRUE,TRUE,2243-4712,2243-4712,Register in understudied academic contexts,gold,2022-01-01,Research in Corpus Linguistics,2022,diamond
10.1044/2022_jslhr-21-00387,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/249474/1/249474.pdf,TRUE,publishedVersion,2,https://doi.org/10.1044/2022_jslhr-21-00387,journal-article,TRUE,FALSE,FALSE,FALSE,1092-4388,"1092-4388,1558-9102","Journal of Speech, Language, and Hearing Research",green,2022-05-11,American Speech Language Hearing Association,2022,green
10.1075/avt.00062.hog,open (via free pdf),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/avt.00062.hog.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Favt.00062.hog&mimeType=pdf&containerItemId=content/journals/15699919,TRUE,publishedVersion,2,https://doi.org/10.1075/avt.00062.hog,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2022,hybrid,2022-11-04,John Benjamins Publishing Company,2022,hybrid
10.34973/15ye-6148,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/15ye-6148,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1080/01434632.2022.2126487,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/288744/288744.pdf,TRUE,publishedVersion,2,https://doi.org/10.1080/01434632.2022.2126487,journal-article,TRUE,FALSE,FALSE,FALSE,0143-4632,"0143-4632,1747-7557",Journal of Multilingual and Multicultural Development,green,2022-09-26,Informa UK Limited,2022,green
10.5565/rev/isogloss.212,oa journal (via doaj),publisher,cc-by,https://revistes.uab.cat/isogloss/article/download/v8-n1-mulder-schoenmakers-dehoop/212-pdf-en,TRUE,publishedVersion,2,https://doi.org/10.5565/rev/isogloss.212,journal-article,TRUE,FALSE,TRUE,TRUE,2385-4138,2385-4138,Isogloss. Open Journal of Romance Linguistics,gold,2022-07-07,Universitat Autonoma de Barcelona,2022,diamond
10.17605/osf.io/emcfg,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17605/osf.io/emcfg,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.21437/speechprosody.2022-153,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/252038/252038.pdf,TRUE,submittedVersion,2,https://doi.org/10.21437/speechprosody.2022-153,proceedings-article,TRUE,FALSE,FALSE,FALSE,2333-2042,2333-2042,Speech Prosody 2022,green,2022-05-23,ISCA,2022,diamond
10.34973/6e39-3s66,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/6e39-3s66,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1038/s41598-022-22883-wbelow,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.1038/s41598-022-22883-wbelow,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.34973/12dp-9q56,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/12dp-9q56,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1038/s41598-022-22883-w,oa journal (via doaj),publisher,cc-by,https://www.nature.com/articles/s41598-022-22883-w.pdf,TRUE,publishedVersion,2,https://doi.org/10.1038/s41598-022-22883-w,journal-article,TRUE,FALSE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,gold,2022-11-09,Springer Science and Business Media LLC,2022,gold
10.1080/0163853x.2021.1992235,open (via crossref license),publisher,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/0163853X.2021.1992235?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/0163853x.2021.1992235,journal-article,TRUE,FALSE,FALSE,FALSE,0163-853X,"0163-853X,1532-6950",Discourse Processes,hybrid,2022-03-16,Informa UK Limited,2022,hybrid
10.1080/0163853x.2021.1992235to,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.1080/0163853x.2021.1992235to,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.34973/7kbd-5g86,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/7kbd-5g86,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1515/commun-2021-0029,open (via page says license),publisher,cc-by,https://www.degruyter.com/document/doi/10.1515/commun-2021-0029/pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/commun-2021-0029,journal-article,TRUE,FALSE,FALSE,FALSE,0341-2059,"1613-4087,0341-2059",Communications,hybrid,2023-05-26,Walter de Gruyter GmbH,2023,hybrid
10.1017/s1366728922000037,open (via page says license),publisher,cc-by-nc,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FF986C234D87C28ECFCC6BA39B1FABC9/S1366728922000037a.pdf/div-class-title-the-role-of-stress-position-in-bilingual-auditory-word-recognition-cognate-processing-in-turkish-and-dutch-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1366728922000037,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2022-03-04,Cambridge University Press (CUP),2022,hybrid
10.1017/s1366728922000116,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A2E08AD7D9AA1A4D0FF0543F658D0DFA/S1366728922000116a.pdf/div-class-title-the-use-of-exemplars-differs-between-native-and-non-native-listening-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1366728922000116,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2022-04-05,Cambridge University Press (CUP),2022,hybrid
10.1075/avt.00068.ros,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/288749/1/288749.pdf,TRUE,submittedVersion,2,https://doi.org/10.1075/avt.00068.ros,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2022,green,2022-11-04,John Benjamins Publishing Company,2022,green
10.34973/9qwr-hp29,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.34973/9qwr-hp29,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/hcr/hqac001,open (via crossref license),publisher,cc-by,https://academic.oup.com/hcr/article-pdf/48/2/320/42987066/hqac001.pdf,TRUE,publishedVersion,2,https://doi.org/10.1093/hcr/hqac001,journal-article,TRUE,FALSE,FALSE,FALSE,0360-3989,"0360-3989,1468-2958",Human Communication Research,hybrid,2022-02-11,Oxford University Press (OUP),2022,hybrid
10.1162/opmi_a_00058,oa journal (via doaj),publisher,cc-by,https://direct.mit.edu/opmi/article-pdf/doi/10.1162/opmi_a_00058/2040183/opmi_a_00058.pdf,TRUE,publishedVersion,2,https://doi.org/10.1162/opmi_a_00058,journal-article,TRUE,FALSE,TRUE,TRUE,2470-2986,2470-2986,Open Mind,gold,2022-01-01,MIT Press,2022,diamond
10.1027/1864-1105/a000329,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/246784/2/246784.pdf,TRUE,submittedVersion,2,https://doi.org/10.1027/1864-1105/a000329,journal-article,TRUE,FALSE,FALSE,FALSE,1864-1105,"1864-1105,2151-2388",Journal of Media Psychology,green,2022-11-01,Hogrefe Publishing Group,2022,green
