PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Rafiee, A; Spooren, W; Sanders, J				Rafiee, Afrooz; Spooren, Wilbert; Sanders, Jose			Framing similar issues differently: a comparative analysis of Dutch and Iranian news texts	JOURNAL OF MULTICULTURAL DISCOURSES			English	Article						Framing analysis; linguistic framing analysis; discourse analysis; crime news; Iranian news; Dutch news	MEDIA; COVERAGE; JOURNALISM; DISCOURSE; CULTURE; FRAMES; CRIME; PRESS; LAW	In this study, the concept of framing is applied in order to show differences in the conception of crime events in the genre of news texts across socio-cultural contexts. Three aspects of framing at the thematic, lexical and syntactic level are defined: occurrence, marked description and prominence and, accordingly, a corpus of one hundred crime-news articles in Dutch and Iranian national newspapers is analyzed. Taking a systematic and replicable approach, it was found that crime-news narratives in the two countries frame crime and crime-related events in different ways with regard to the representation of participants, actions and circumstantial elements. The implication of these different framing patterns is explained in terms of different socio-cultural contexts and discussed with regard to the discourse culture of journalism. The study has implications for further exploration of the interdependence of discourse, context and cognition.	[Rafiee, Afrooz; Spooren, Wilbert; Sanders, Jose] Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands	Radboud University Nijmegen	Rafiee, A (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands.	afrooz.rafiee@ru.nl							64	1	1	2	10	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1744-7143	1747-6615		J MULTICULT DISCOURS	J. Multicult. Discourses	OCT 2	2021	16	4					334	349		10.1080/17447143.2021.2009486	http://dx.doi.org/10.1080/17447143.2021.2009486		OCT 2021	16	Cultural Studies; Communication; Ethnic Studies; Linguistics; Language & Linguistics	Emerging Sources Citation Index (ESCI)	Cultural Studies; Communication; Ethnic Studies; Linguistics	XW6BQ		Green Published, hybrid			2024-03-15	WOS:000730946600001
J	Reijnierse, WG				Reijnierse, W. Gudrun			Framing the rhetoric of a leader: An analysis of Obama's election campaign speeches	METAPHOR AND THE SOCIAL WORLD			English	Book Review							METAPHOR; MODELS		[Reijnierse, W. Gudrun] Radboud Univ Nijmegen, Nijmegen, Netherlands	Radboud University Nijmegen	Reijnierse, WG (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, Erasmuspl 1, NL-6525 HT Nijmegen, Netherlands.	g.reijnierse@let.ru.nl		Reijnierse, W. Gudrun/0000-0003-0147-2643					12	0	0	1	7	JOHN BENJAMINS PUBLISHING CO	AMSTERDAM	PO BOX 36224, 1020 ME AMSTERDAM, NETHERLANDS	2210-4070	2210-4097		METAPHOR SOC WORLD	Metaphor Soc. World	MAY 7	2018	8	1					143	149		10.1075/msw.17026.rei	http://dx.doi.org/10.1075/msw.17026.rei			7	Linguistics	Emerging Sources Citation Index (ESCI)	Linguistics	GJ2HE					2024-03-15	WOS:000435090200008
J	Hubers, F; Cucchiarini, C; Strik, H				Hubers, Ferdy; Cucchiarini, Catia; Strik, Helmer			Second language learner intuitions of idiom properties: What do they tell us about L2 idiom knowledge and acquisition?	LINGUA			English	Article						Idiomatic expressions; L2 learners; Native speakers; Intuitions; Reliability; Idiom knowledge	FORMULAIC SEQUENCES; LANGUAGE; TRANSPARENCY; FAMILIARITY; EXPRESSIONS; SPEAKERS; NORMS	The present study investigated intuitions of L2 learners about important properties of L2 idiomatic expressions to gain insights for research on L2 idiom processing and acquisition. More specifically, we examined (a) how reliable L2 learners' intuitions are, (b) how much they differ from native speakers' intuitions, and (c) whether they are better predictors of L2 idiom knowledge than native speaker intuitions. To this end, Dutch native speakers and German L2 learners of Dutch rated 110 Dutch idioms on frequency of exposure, frequency of use, meaning familiarity, imageability, and transparency and were tested on idiom knowledge. This study shows that L2 learner intuitions about idiom properties are a valuable and reliable source of information on L2 idiom knowledge. (C) 2020 The Authors. Published by Elsevier B.V.	[Hubers, Ferdy; Cucchiarini, Catia; Strik, Helmer] Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands; [Hubers, Ferdy; Cucchiarini, Catia; Strik, Helmer] Radboud Univ Nijmegen, Ctr Language & Speech Technol, Nijmegen, Netherlands	Radboud University Nijmegen; Radboud University Nijmegen	Hubers, F (corresponding author), POB 9103, NL-6500 HD Nijmegen, Netherlands.	f.hubers@let.ru.nl	Hubers, Ferdy/ABD-5504-2020	Hubers, Ferdy/0000-0002-2298-6013; Strik, Helmer/0000-0003-1722-3465	Netherlands Organization for Scientific Research (NWO) [360-70-510 NWO ISLA]	Netherlands Organization for Scientific Research (NWO)(Netherlands Organization for Scientific Research (NWO))	This work is part of the research program Free Competition in the Humanities with project number 360-70-510 NWO ISLA, which is financed by the Netherlands Organization for Scientific Research (NWO).		61	11	12	2	37	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0024-3841	1872-6135		LINGUA	Lingua	OCT	2020	246								102940	10.1016/j.lingua.2020.102940	http://dx.doi.org/10.1016/j.lingua.2020.102940			14	Linguistics; Language & Linguistics	Social Science Citation Index (SSCI); Arts &amp; Humanities Citation Index (A&amp;HCI)	Linguistics	OY5RN		Green Published, hybrid			2024-03-15	WOS:000594304000004
J	van Halteren, H				van Halteren, Hans			Domain bias in distinguishing Flemish and Dutch subtitles	NATURAL LANGUAGE ENGINEERING			English	Article						Text classification; Dutch; Methodology; Dialect recognition; Topic bias		This paper describes experiments in which I tried to distinguish between Flemish and Netherlandic Dutch subtitles, as originally proposed in the VarDial 2018 Dutch-Flemish Subtitle task. However, rather than using all data as a monolithic block, I divided them into two non-overlapping domains and then investigated how the relation between training and test domains influences the recognition quality. I show that the best estimate of the level of recognizability of the language varieties is derived when training on one domain and testing on another. Apart from the quantitative results, I also present a qualitative analysis, by investigating in detail the most distinguishing features in the various scenarios. Here too, it is with the out-of-domain recognition that some genuine differences between Flemish and Netherlandic Dutch can be found.	[van Halteren, Hans] Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands	Radboud University Nijmegen	van Halteren, H (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands.	hvh@let.ru.nl		van Halteren, Hans/0000-0001-8115-1799					32	0	0	0	1	CAMBRIDGE UNIV PRESS	CAMBRIDGE	EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND	1351-3249	1469-8110		NAT LANG ENG	Nat. Lang. Eng.	SEP	2020	26	5					493	510	PII S1351324919000445	10.1017/S1351324919000445	http://dx.doi.org/10.1017/S1351324919000445			18	Computer Science, Artificial Intelligence; Linguistics; Language & Linguistics	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI); Arts &amp; Humanities Citation Index (A&amp;HCI)	Computer Science; Linguistics	MX6OR		hybrid, Green Published			2024-03-15	WOS:000557841300001
C	van der Meulen, M; Reijnierse, WG		Calzolari, N; Bechet, F; Blache, P; Choukri, K; Cieri, C; Declerck, T; Goggi, S; Isahara, H; Maegaard, B; Mariani, J; Mazo, H; Moreno, A; Odijk, J; Piperidis, S		van der Meulen, Marten; Reijnierse, W. Gudrun			FactCorp: A Corpus of Dutch Fact-checks and its Multiple Usages	PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON LANGUAGE RESOURCES AND EVALUATION (LREC 2020)			English	Proceedings Paper	12th International Conference on Language Resources and Evaluation (LREC)	MAY 11-16, 2020	Marseille, FRANCE			fact-checks; corpus linguistics; science communication; genre analysis		Fact-checking information before publication has long been a core task for journalists, but recent times have seen the emergence of dedicated news items specifically aimed at fact-checking after publication. This relatively new form of fact-checking receives a fair amount of attention from academics, with current research focusing mostly on journalists' motivations for publishing post-hoc factchecks, the effects of fact-checking on the perceived accuracy of false claims, and the creation of computational tools for automatic factchecking. In this paper, we propose to study fact-checks from a corpus linguistic perspective. This will enable us to gain insight in the scope and contents of fact-checks, to investigate what fact-checks can teach us about the way in which science appears (incorrectly) in the news, and to see how fact-checks behave in the science communication landscape. We report on the creation of FactCorp, a 1,16 million-word corpus containing 1,974 fact-checks from three major Dutch newspapers. We also present results of several exploratory analyses, including a rhetorical moves analysis, a qualitative content elements analysis, and keyword analyses. Through these analyses, we aim to demonstrate the wealth of possible applications that FactCorp allows, thereby stressing the importance of creating such resources.	[van der Meulen, Marten; Reijnierse, W. Gudrun] Radboud Univ Nijmegen, Ctr Language Studies, POB 9103, NL-6500 HD Nijmegen, Netherlands	Radboud University Nijmegen	van der Meulen, M (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, POB 9103, NL-6500 HD Nijmegen, Netherlands.	m.vandermeulen@let.ru.nl; g.reijnierse@let.ru.nl		van der Meulen, Marten/0000-0002-2644-8319; Reijnierse, W. Gudrun/0000-0003-0147-2643					24	2	2	0	3	EUROPEAN LANGUAGE RESOURCES ASSOC-ELRA	PARIS	55-57, RUE BRILLAT-SAVARIN, PARIS, 75013, FRANCE			979-10-95546-34-4				2020							1286	1292						7	Computer Science, Interdisciplinary Applications; Linguistics; Language & Linguistics	Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science &amp; Humanities (CPCI-SSH)	Computer Science; Linguistics	BS4ZZ					2024-03-15	WOS:000724697201045
J	van Krieken, K; Sanders, J				van Krieken, Kobie; Sanders, Jose			Smoothly moving through Mental Spaces: Linguistic patterns of viewpoint transfer in news narratives	COGNITIVE LINGUISTICS			English	Article						viewpoint; mental spaces; news narrative; tense; temporal adverbs	DIACHRONIC CHANGES; DISCOURSE; SUBJECTIVITY; CONSTRUCTION; PERSPECTIVE; DEIXIS	This article presents a Mental Space model for analyzing linguistic patterns in news narratives. The model was applied in a corpus study categorizing various linguistic markers of viewpoint transfers between the mental spaces that readers must conceptualize while processing news narratives: a Reality Space representing the journalist and reader's projected here-and-now viewpoint; a News Narrative Space representing the newsworthy events from a there-and-then viewpoint; and an Intermediate Space representing the information of the news actors provided from a temporal viewpoint in-between the newsworthy events and the present. Viewpoint transfers and their markers were examined in a corpus of 100 Dutch crime news narratives published over a period of fifty years. The results reveal clear patterns, which indicate that both linguistic structures and narrative-based as well as genre-based inferences play a role in the processing of news narratives. The results furthermore clarify how these narratives have been gradually crystallizing into a genre over the past decades. These findings elucidate the complex yet fluent process of conceptually moving between mental spaces, thus advancing our understanding of the relation between the linguistic and the cognitive representation of narrative discourse.	[van Krieken, Kobie; Sanders, Jose] Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands	Radboud University Nijmegen	van Krieken, K (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands.	k.vankrieken@let.ru.nl; j.sanders@let.ru.nl		van Krieken, Kobie/0000-0002-8578-9850	Innovational Research Incentives Scheme VENI grant from the Netherlands Organization for Scientific Research (NWO) [275-89-038]	Innovational Research Incentives Scheme VENI grant from the Netherlands Organization for Scientific Research (NWO)(Netherlands Organization for Scientific Research (NWO))	This research was supported by an Innovational Research Incentives Scheme VENI grant from the Netherlands Organization for Scientific Research (NWO; project number 275-89-038) awarded to Kobie van Krieken.		51	7	7	2	26	DE GRUYTER MOUTON	BERLIN	GENTHINER STRASSE 13, 10785 BERLIN, GERMANY	0936-5907	1613-3641		COGN LINGUIST	Cogn. Linguist	AUG	2019	30	3					499	529		10.1515/cog-2018-0063	http://dx.doi.org/10.1515/cog-2018-0063			31	Linguistics; Language & Linguistics	Social Science Citation Index (SSCI); Arts &amp; Humanities Citation Index (A&amp;HCI)	Linguistics	IK6NK		Green Published, Bronze			2024-03-15	WOS:000476705100003
J	Hendriks, B; van Meurs, F; Kakisina, B				Hendriks, Berna; van Meurs, Frank; Kakisina, Bob			The effects of L1 and L2 writers' varying politeness modification in English emails on L1 and L2 readers	JOURNAL OF PRAGMATICS			English	Article; Early Access						Politeness; Evaluation; Modification; L1; L2; English	E-MAIL REQUESTS; PERCEPTIONS; IM/POLITENESS; FLUENCY	Politeness research has shown that L2 users of English differ from L1 users in that they underuse politeness markers to modify their requests. The purpose of the current study was to investigate if variations in politeness modifications in English email requests by L1 versus L2 writers are evaluated differently by L1 and L2 readers. In an experimental study with a 2 (sender: Dutch English/L1 English) x 2 (politeness: less/more) design, 120 Dutch and 131 British participants evaluated one of four emails in which the politeness and the sender of the email were systematically varied. Results showed that senders were perceived as more bossy when the email contained less politeness modification than when the email contained more politeness modification. L2 writers were evaluated as being more authoritative and readers were more willing to comply with the request in L2 emails with less politeness modification than in emails with more politeness modification. An L1 English writer of an email with less politeness modification was seen as less competent than an L1 English writer of an email with more politeness modification. Thus, undermodification of requests may have a limited but important impact on how L1 and L2 email writers are evaluated. (c) 2022 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).	[Hendriks, Berna; van Meurs, Frank; Kakisina, Bob] Radboud Univ Nijmegen, Ctr Language Studies, POB 9103, NL-6525 HT Nijmegen, Netherlands	Radboud University Nijmegen	Hendriks, B (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, POB 9103, NL-6525 HT Nijmegen, Netherlands.	berna.hendriks@ru.nl; frank.vanmeurs@ru.nl; bspkakisina@gmail.com							32	1	1	6	11	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0378-2166	1879-1387		J PRAGMATICS	J. Pragmat.	2023 JAN	2023	204						33	49		10.1016/j.pragma.2022.12.006	http://dx.doi.org/10.1016/j.pragma.2022.12.006		DEC 2022	17	Linguistics; Language & Linguistics	Social Science Citation Index (SSCI); Arts &amp; Humanities Citation Index (A&amp;HCI)	Linguistics	G9UY2		Green Published, hybrid			2024-03-15	WOS:000992532100001
B	Schoonen, R; van Vuuren, S		Manchon, RM; Polio, C		Schoonen, Rob; van Vuuren, Sanne			TRANSFER, WRITING, AND SLA L2 Writing as a Multilingual Event	ROUTLEDGE HANDBOOK OF SECOND LANGUAGE ACQUISITION AND WRITING	Routledge Handbooks in Second Language Acquisition		English	Article; Book Chapter							1ST LANGUAGE; L1; ENGLISH; FOREIGN; ONLINE; COMPLEXITY; JAPANESE; WRITERS; TEXT		[Schoonen, Rob; van Vuuren, Sanne] Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands	Radboud University Nijmegen	Schoonen, R (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands.								62	0	0	0	0	ROUTLEDGE	ABINGDON	2 PARK SQ, MILTON PARK, ABINGDON OX14 4RN, OXFORD, ENGLAND			978-1-03-215478-7; 978-0-429-19969-1; 978-0-367-18985-3	Routledge Handb Seco			2022							97	108		10.4324/9780429199691-13	http://dx.doi.org/10.4324/9780429199691-13	10.4324/9780429199691		12	Education & Educational Research; Linguistics; Language & Linguistics	Book Citation Index – Social Sciences & Humanities (BKCI-SSH)	Education & Educational Research; Linguistics	BV8PU					2024-03-15	WOS:001080708500008
J	Kootstra, GJ; Muysken, P				Kootstra, Gerrit Jan; Muysken, Pieter			Structural Priming, Levels of Awareness, and Agency in Contact-Induced Language Change	LANGUAGES			English	Article						structural priming; agency; awareness; interactive alignment; contact-induced language change		This paper focuses on structural priming, levels of awareness, and agency in contact-induced language change, bringing insights from historical and anthropological linguistics together with psycholinguistic, processing-based approaches. We begin with a discussion of the relation between levels of awareness and agency in the linguistic literature, focusing on the work of Von Humboldt, Silverstein, Van Coetsem, and Trudgill. Then we turn to the psycholinguistic notion of structural priming, aiming to show that cross-linguistic structural priming is a plausible mechanism driving contact-induced language change, and explore the properties of priming and its relation to the levels of awareness discussion in the linguistic literature. We end with suggestions for future research to further elucidate the relation between structural priming, levels of awareness, and agency in contact-induced language change.	[Kootstra, Gerrit Jan; Muysken, Pieter] Radboud Univ Nijmegen, Ctr Language Studies, NL-6525 XZ Nijmegen, Netherlands	Radboud University Nijmegen	Kootstra, GJ (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, NL-6525 XZ Nijmegen, Netherlands.	g.kootstra@let.ru.nl	Kootstra, Gerrit Jan/U-9128-2018	Kootstra, Gerrit Jan/0000-0002-2274-3644	European Research Council, ERC-2008-AdG, SH5; 'Traces of Contact: Language contact studies and historical linguistics'	European Research Council, ERC-2008-AdG, SH5; 'Traces of Contact: Language contact studies and historical linguistics'	This research was funded by an Advanced Grant from the European Research Council, ERC-2008-AdG, SH5; `Traces of Contact: Language contact studies and historical linguistics', awarded to Pieter Muysken.		137	4	5	0	3	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2226-471X		LANGUAGES-BASEL	Languages-Basel	SEP	2019	4	3							65	10.3390/languages4030065	http://dx.doi.org/10.3390/languages4030065			22	Linguistics; Language & Linguistics	Emerging Sources Citation Index (ESCI)	Linguistics	VK3PD		Green Published, gold			2024-03-15	WOS:000682799700020
J	van Krieken, K				van Krieken, Kobie			Do Reconstructive and Attributive Quotes in News Narratives Influence Engagement, Credibility and Realism?	JOURNALISM STUDIES			English	Article						Newspaper; narrative; quotes; credibility; engagement; realism	DIACHRONIC CHANGES; PERCEIVED REALISM; JOURNALISM; IDENTIFICATION; SIMILARITY; DIMENSIONS; DISCOURSE; QUOTATION; MESSAGES; STORIES	Current trends of declining newspaper circulation on the one hand and the public distrust in the news media on the other stress the need for journalistic texts that the audience finds to be both engaging and credible. This study therefore tests the effects of two quotation types-(1) reconstructive quotes presenting what was said and thought by news actors during the news events, and (2) attributive quotes attributing information to news sources after the events took place-on readers' engagement with and perceived credibility and realism of news narratives. In an experiment (N = 123), participants read a crime news narrative that included either only reconstructive quotes, only attributive quotes, both reconstructive and attributive quotes, or no quotes at all. Results indicated no differences between the four story versions in levels of engagement, perceived credibility and perceived realism. These findings challenge results from previous research as well as textbook recommendations, suggesting that readers' experience and critical evaluation of news narratives are not necessarily influenced by quotations.	[van Krieken, Kobie] Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands	Radboud University Nijmegen	van Krieken, K (corresponding author), Radboud Univ Nijmegen, Ctr Language Studies, Nijmegen, Netherlands.	k.vankrieken@let.ru.nle		van Krieken, Kobie/0000-0002-8578-9850	Netherlands Organization for Scientific Research [NWO] [275-89-038]	Netherlands Organization for Scientific Research [NWO](Netherlands Organization for Scientific Research (NWO))	This research was supported by the Netherlands Organization for Scientific Research [NWO; project number 275-89-038].		54	2	2	4	13	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1461-670X	1469-9699		JOURNALISM STUD	Journal. Stud.	JAN 25	2020	21	2					145	161		10.1080/1461670X.2019.1632735	http://dx.doi.org/10.1080/1461670X.2019.1632735		JUN 2019	17	Communication	Social Science Citation Index (SSCI)	Communication	KE9GK		hybrid, Green Published			2024-03-15	WOS:000472457300001
